"idx","slug","triplet_id","sentence","expression","source_domain","target_domain","a1_reasoning","a2_is_inferential","a2_reasoning","a3_span","a3_substring_verified","a4_keep","a4_confidence","a4_reasoning","in_final_result"
"22","perry-presannounce","perry-presannounce_p0014_texas","Texas' white-hot job growth was fueled by an oil-and-gas boom, but Perry said his keeping taxes low, restricting regulation and curbing civil litigation awards helped. Perry also distributed millions in state funds, hoping to lure top job creators to Texas — sometimes with few new jobs to show for it.","top job creators","vertical position / uppermost place","highest-ranked or most valued employers","Top uses spatial elevation to express rank or superiority.","True","Top uses vertical hierarchy to organize employers into a ranked structure, and that source domain is still perceivable. It helps the reader reason about the economic system by identifying a higher-value tier of firms.","top job creators","True","False","high","Top as high-ranking/best is a dead orientational metaphor in modern English and does not add meaningful inferential structure here.","False"
"22","perry-presannounce","perry-presannounce_p0014_texas","Texas' white-hot job growth was fueled by an oil-and-gas boom, but Perry said his keeping taxes low, restricting regulation and curbing civil litigation awards helped. Perry also distributed millions in state funds, hoping to lure top job creators to Texas — sometimes with few new jobs to show for it.","job creators","making or bringing things into existence","businesses or people generating employment opportunities","It describes employers as creators, mapping physical or artistic creation onto economic activity.","False","Create is only weakly metaphorical here and functions mostly as a political label for firms or actors associated with employment generation. It names a role, but it does not add much active cross-domain structure beyond that.","","","","","","False"
"22","perry-presannounce","perry-presannounce_p0014_texas","Texas' white-hot job growth was fueled by an oil-and-gas boom, but Perry said his keeping taxes low, restricting regulation and curbing civil litigation awards helped. Perry also distributed millions in state funds, hoping to lure top job creators to Texas — sometimes with few new jobs to show for it.","few new jobs to show for it","displaying a visible object as evidence","having concrete results from a policy effort","Outcomes are treated as if they were physical items that could be shown.","True","The phrase draws on the idea of having something visible to display as evidence after an effort. That imagery helps the reader infer the weak results of the state's spending by connecting policy input to observable output.","few new jobs to show for it","True","False","high","The figurative part is show for it, which is a fixed idiom meaning to have results; it does not do substantive inferential work.","False"
"22","perry-presannounce","perry-presannounce_p0014_texas","Texas' white-hot job growth was fueled by an oil-and-gas boom, but Perry said his keeping taxes low, restricting regulation and curbing civil litigation awards helped. Perry also distributed millions in state funds, hoping to lure top job creators to Texas — sometimes with few new jobs to show for it.","show for it","visually displaying a physical thing","demonstrable results or payoff","The idiom treats abstract outcomes as visible objects that can be presented.","True","This remains an active enough metaphor: the results of an effort are conceived as something one can literally show. It contributes inferentially by framing success or failure in terms of tangible evidence produced by a policy.","show for it","True","False","high","This is a fixed idiom with weak active imagery and little role in shaping causal or structural understanding.","False"
"99","selfdriving-future","selfdriving-future_p0041_cars","Cars will slowly, steadily take over more of the driving, Schwartz said.","Cars will slowly, steadily take over more of the driving","human agents or institutions gradually assuming control","vehicle technology/autonomous systems increasing their role in operating a vehicle","The sentence attributes an agentive, takeover-like action to cars, personifying the technology and framing automation as a transfer of control.","True","Yes. A modern reader can still perceive the source-domain imagery of agents gradually assuming control. The phrase helps explain system dynamics: control of the driving task is shifting from humans to cars over time, and the shift is gradual and cumulative. It is not just expressive; it gives a model of how the transition works.","Cars will slowly, steadily take over more of the driving","True","True","medium","The key metaphor is ""take over,"" which maps seizure/assumption of control onto cars assuming driving functions. It supports reasoning about gradual transfer of agency and system dynamics, though the span is broader than the core metaphor.","True"
"99","selfdriving-future","selfdriving-future_p0041_cars","Cars will slowly, steadily take over more of the driving, Schwartz said.","slowly","physical movement speed","rate of change over time","A term for how fast something moves in space is used to describe how quickly automation will progress.","True","Borderline but includable. The source notion of physical slowness is still perceivable, and it is mapped onto the rate of change in who performs the driving task. That helps the reader infer that the transfer of control will be gradual rather than abrupt, so it contributes to understanding process dynamics.","slowly","True","False","high","This is a literal adverb of rate, not a cross-domain mapping. It does not invoke an active source domain or add metaphorical structure.","False"
"99","selfdriving-future","selfdriving-future_p0041_cars","Cars will slowly, steadily take over more of the driving, Schwartz said.","steadily","physical steadiness/stability in motion or posture","consistent temporal progression","A word about physical stability is applied to the manner of technological change over time.","True","Yes. The source image of steadiness in motion or posture is still available to readers, and here it structures the change as consistent and ongoing rather than erratic. That helps the reader reason about the pattern of the transition in driving control, not merely its emotional tone.","steadily","True","False","high","This is also a literal adverb describing manner/progression. It does not involve active metaphorical imagery or cross-domain inference.","False"
"99","selfdriving-future","selfdriving-future_p0041_cars","Cars will slowly, steadily take over more of the driving, Schwartz said.","take over","military, political, or managerial seizure/assumption of control","cars assuming driving functions from human drivers","The phrase frames increasing automation as a takeover of control, importing control/conflict language into the domain of driving technology.","True","Yes. The source domain of seizure or assumption of control remains active and clear. It helps the reader understand the relational structure of the situation: cars are being cast as agents that will assume functions previously handled by human drivers. This directly explains how the shift in control works.","take over more of the driving","True","True","high","""Take over"" actively evokes a control/occupation source domain and frames automation as a transfer of control from humans to cars. This helps the reader understand direction and structure of the change, not just its intensity.","True"
"99","selfdriving-future","selfdriving-future_p0041_cars","Cars will slowly, steadily take over more of the driving, Schwartz said.","more of the driving","divisible physical quantity or territory that can be apportioned","share of responsibility within the task of driving","The wording treats driving as something that can be split into portions, with cars handling a larger share.","False","Probably not. Although it suggests that the task of driving can be divided into shares, that framing is weakly metaphorical here and mostly functions as ordinary quantification of responsibility. The source-domain imagery is not especially vivid, and on its own it does not do much inferential work beyond stating a larger portion.","","","","","","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","part of the ""rich and provocative history"" of the state","physical part-whole structure or membership in a larger object","the state's abstract history or heritage","This treats history as a whole made up of parts, as if the flag were a physical component inside an object rather than an element in an abstract historical narrative.","True","The part-whole source domain is still clearly perceivable: the state's history is construed as a larger whole containing elements, and the flag is placed within that structure. This contributes structural understanding rather than mere emotion, because it frames the flag's relation to history as membership in a broader historical whole.","part of the ""rich and provocative history"" of the state","True","False","high","This span is mostly literal or highly conventional. ""Part of ... history"" is a literal classificatory relation, while ""rich"" and ""provocative"" function mainly as evaluative descriptors. It does not clearly invoke an active source domain that helps the reader reason about structure or system dynamics in a metaphorical way.","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","rich","wealth, material abundance, or fertility","the value, depth, or complexity of history","History is not literally wealthy; the term imports ideas of abundance or value from the economic/material domain.","False","The wealth/abundance source domain is still somewhat recognizable in 'rich history,' but here it mostly gives a positive evaluative coloring and a vague sense of depth. It does not substantially help the reader infer causal relations, system dynamics, or how the history works.","","","","","","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","provocative","provoking, inciting, or stirring someone into reaction","the effect of history on people's emotions or politics","An abstract history is described as if it actively provokes people, giving it agent-like power to trigger response.","True","The source domain of provoking or stirring someone into reaction is still available to a modern reader. It adds a causal dimension: the history is framed as something that actively elicits reactions and conflict, which gives some sense of how it operates socially rather than merely praising or condemning it.","provocative history","True","False","medium","""Provocative"" suggests causing reaction, but here it works mainly as an evaluative adjective rather than a strong cross-domain mapping. It does not substantially structure reasoning about history beyond saying it elicits controversy or response.","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","""represents pain and oppression""","symbolic standing-for, depiction, or substitution","the social meaning attached to the Confederate flag","The flag is said to stand for or embody abstract experiences and conditions, not literally to be pain or oppression.","False","'Represents' here is ordinary literal language for symbolic meaning, not an active cross-domain metaphor. It states what the flag signifies, but it does not do so by importing imagery from a separate concrete source domain to explain structure or mechanism.","","","","","","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","pain","bodily injury or physical suffering","emotional, communal, or historical suffering","In this context, pain likely refers to social or emotional hurt associated with the flag rather than literal bodily sensation.","False","The bodily-suffering source domain remains recognizable, but in this sentence it mainly names the negative experience associated with the flag. It is more affective than explanatory and does not contribute much to understanding structure, causation, or system-level relations.","","","","","","False"
"80","confederate-flag","confederate-flag_p0005_sen","Sen. Tim Scott, R-S.C., said the Confederate flag is part of the ""rich and provocative history"" of the state while also acknowledging that it also ""represents pain and oppression"" for some.","oppression","physical pressing down, crushing, or constraining force","social and political domination or injustice","The term extends a physical-force idea of pressing down to describe systemic subjugation.","True","The physical pressing-down or crushing source domain is still perceivable in 'oppression.' It helps explain social domination as a force relation in which one group constrains or weighs down another, so it contributes system-level understanding rather than mere negative evaluation.","pain and oppression","True","False","high","This is not a clear metaphorical mapping. ""Pain"" here is a conventional way to refer to suffering, and ""oppression"" is a literal sociopolitical condition. The phrase names harms directly rather than using one domain to reason about another.","False"
"82","obama-immigration-speech","obama-immigration-speech_p0020_this","""This is a great day for farmworkers. It's been worth the pain and sacrifice,"" said Jesus Zuniga, a 40-year-old who picks tomatoes in California's Central Valley and watched the speech at a union gathering in Fresno.","a great day for farmworkers","physical magnitude and calendar time","the significance of a political or social victory for workers","Great literally describes largeness, and day can stand for a broader favorable moment or milestone rather than merely a 24-hour period.","False","The magnitude-based sense of ""great"" is somewhat conventional and still faintly perceivable, but here the phrase mainly expresses positive evaluation and importance. It does not help the reader reason about cause, structure, direction, or system dynamics of the labor struggle; it says the outcome is good, not how anything works.","","","","","","False"
"82","obama-immigration-speech","obama-immigration-speech_p0020_this","""This is a great day for farmworkers. It's been worth the pain and sacrifice,"" said Jesus Zuniga, a 40-year-old who picks tomatoes in California's Central Valley and watched the speech at a union gathering in Fresno.","It's been worth the pain and sacrifice","economic value and cost-benefit calculation","judging whether hardship in a social or political struggle was justified","The statement uses the language of worth and value to assess non-economic suffering and effort.","True","The economic value/cost-benefit source domain in ""worth"" is still clearly available to modern readers. It frames the struggle as one in which costs were incurred and are now judged to have been outweighed by the gains. That gives the reader an inferential relation between hardship and outcome, not just emotion: the victory is understood as compensating for earlier losses.","It's been worth the pain and sacrifice","True","True","medium","This plausibly invokes an economic/value frame ('worth') to structure the struggle as a cost-benefit tradeoff, where suffering is understood as a price paid for an outcome. That gives some inferential content beyond mere emotion, though the wording is fairly conventional.","True"
"82","obama-immigration-speech","obama-immigration-speech_p0020_this","""This is a great day for farmworkers. It's been worth the pain and sacrifice,"" said Jesus Zuniga, a 40-year-old who picks tomatoes in California's Central Valley and watched the speech at a union gathering in Fresno.","pain","bodily injury or physical suffering","emotional, social, or practical hardship","Here pain may refer not only to literal bodily pain but to the broader suffering involved in the struggle.","False","The bodily-suffering source domain is still perceivable, but in this sentence it mainly heightens the sense of hardship. By itself it does not explain causal mechanism, structure, direction, or broader system relations; it is more expressive than inferential.","","","","","","False"
"82","obama-immigration-speech","obama-immigration-speech_p0020_this","""This is a great day for farmworkers. It's been worth the pain and sacrifice,"" said Jesus Zuniga, a 40-year-old who picks tomatoes in California's Central Valley and watched the speech at a union gathering in Fresno.","sacrifice","religious ritual offering","personal losses or things given up for a cause","Sacrifice literally comes from ritual offering language, here applied to secular self-denial and hardship.","True","The source idea of offering up something valuable is still perceivable, even though the term is conventional. Here it helps the reader understand the struggle in means-end terms: participants gave up things for a larger collective goal. That contributes to reasoning about how the achievement was reached, not just how it felt.","pain and sacrifice","True","False","high","This is not clearly a cross-domain metaphor here; it reads as a literal or straightforward description of hardship and giving things up. By itself it does not add inferential structure beyond naming suffering.","False"
"82","obama-immigration-speech","obama-immigration-speech_p0020_this","""This is a great day for farmworkers. It's been worth the pain and sacrifice,"" said Jesus Zuniga, a 40-year-old who picks tomatoes in California's Central Valley and watched the speech at a union gathering in Fresno.","watched the speech","visual perception","taking in a spoken political message or event","Watched may extend vision language to receiving a speech, which is primarily verbal or auditory.","False","This is mostly literal, since a person can literally watch a speech if it is delivered in person or on a screen. Even if read as a mild extension from seeing to taking in a message, it does not provide inferential structure about cause, direction, or system dynamics.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Golden State","geographic place / region","NBA franchise/team","The place name is used to refer to the basketball team associated with that place rather than the place itself.","False","The geographic source is still perceivable, but here it functions as a place-for-team label rather than an explanatory metaphor. It does not help the reader infer cause, structure, direction, or how the camera system works.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Dallas","geographic place / city","NBA franchise/team","The city name stands for the team based there, which is a place-for-organization transfer.","False","This is a city-for-team metonymic reference. The place imagery is available, but it is only identifying the franchise and does not provide an inferential model of adoption, causation, or system dynamics.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Boston","geographic place / city","NBA franchise/team","The city name is being used to denote the sports organization, not the literal city.","False","Like the other city names, this is a referential place-for-team usage. It does not explain relationships, mechanisms, or structure; it just names one of the teams.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","San Antonio","geographic place / city","NBA franchise/team","The location name stands in for the team, extending a place term to an institution.","False","The source domain of place is clear, but the expression is only a metonymic team label. It offers no explanatory mapping about how anything works or changes.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Houston","geographic place / city","NBA franchise/team","The city name is used metonymically for the NBA team rather than the place.","False","This is another city-for-franchise reference. It is not inferential because it does not help the reader reason about cause, structure, direction, or operation.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Oklahoma City","geographic place / city","NBA franchise/team","The place name refers to the team associated with it, not the literal municipality.","False","The city name stands in for the team, but that mapping is merely referential. It does not contribute an active explanatory metaphor about the technology or its adoption.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","the first NBA teams","front position in space / race order","earliest adopters in time","First is originally a positional term but here it describes temporal priority in adopting the technology.","False","There is a historical front-position-to-earlier-time mapping behind 'first,' but in this sentence it is a highly conventional temporal ordinal. It indicates order of adoption, but it does not actively explain mechanism or broader system dynamics.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","motion-tracking cameras","physical tracking / following a moving target or trail","digital monitoring technology","Tracking comes from physically following movement or traces, but here it is applied to camera-based data capture.","True","The source domain of physically tracking or following a moving target is still clearly perceivable. That imagery helps the reader infer how the technology works: the cameras monitor play by continuously following motion through space, so this is an operational, inferential metaphor.","motion-tracking cameras","True","False","high","""Tracking"" here is standard technical vocabulary for monitoring movement, not an actively perceived source-domain mapping. It does not invite reasoning via a distinct source domain beyond the literal function of the cameras.","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","developed by STATS LLC","organic growth / unfolding","designing or creating technology","Developed literally suggests something growing or unfolding, but here it means engineered or created.","False","'Developed' originally draws on growth or unfolding, but in the context of technology creation it is very conventional and weakly metaphorical. It mainly reports who created the system, without giving a vivid explanatory model of structure or causation.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","starting with the 2010-11 season","beginning a motion or process from a starting point","temporal onset of implementation","Starting invokes an initial point in action or movement and is mapped onto when the use began in time.","False","The starting-point source is faintly available, but this is a routine temporal expression. It tells when implementation began, not how the system operates or how adoption is structured in an inferential way.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","the 2010-11 season","natural climatic/agricultural seasons","organized sports competition period","Season originally refers to recurring periods of the natural year, but here it denotes a scheduled sports year.","False","'Season' for a sports competition period is largely lexicalized. Even if the cyclical source domain can be recognized, it is mainly a naming convention here and does not explain causal or structural dynamics of the technology's use.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","Last season","end/back position in a sequence; natural season cycle","the previous sports year","Last maps spatial or sequential end-position onto time, and season extends a natural cycle term to sports scheduling.","False","This is a standard temporal label for the previous sports year. It does not offer an active cross-domain model that helps the reader infer how anything works.","","","","","","False"
"85","nba-stats","nba-stats_p0011_golden","Golden State, Dallas, Boston, San Antonio, Houston and Oklahoma City were the first NBA teams to use the motion-tracking cameras, developed by STATS LLC, starting with the 2010-11 season. Last season 15 teams used the system.","15 teams used the system","individual human agency / tool use","sports organizations acting as users","Teams are collective organizations, but they are described as if they were individual agents who can directly use a system.","False","Treating organizations as agents that 'use' tools is ordinary metonymic personification. It reports adoption behavior, but it does not provide a distinct inferential metaphor about cause, structure, direction, or system operation.","","","","","","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","include","physical containment or putting things inside a bounded space","abstract category membership in a curriculum or list of subjects","The verb literally suggests items being inside something; here it is used for subjects belonging to the set of classes offered.","False","Although it can be traced to a containment metaphor, in this use it is largely ordinary category/list vocabulary. A modern reader usually does not actively picture putting items inside a bounded space, and it adds little inferential structure beyond simple membership.","","","","","","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","separate","physical or spatial apartness","administrative or categorical distinction among classes","A term for objects being physically apart is used to describe course offerings as distinct from one another.","True","The spatial-apartness source domain is still perceivable. It helps the reader infer curriculum structure by showing that the advanced animal and plant science classes are distinct offerings rather than a single combined one, so it contributes to understanding organization.","separate offerings of advanced animal and plant science","True","False","high","""Offerings"" is conventional catalog/administrative vocabulary here, not an actively perceived source-domain mapping; the phrase does not add inferential structure beyond listing available courses.","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","offerings","giving or presenting goods, gifts, or sacrifices","courses made available by a school","Classes are described as things being offered, drawing on a domain of giving or commercial provision.","True","The giving/proffering source domain is still available to a modern reader: the school is metaphorically presenting courses to students. This helps explain the institutional relation and the availability structure of the curriculum, not just evaluation or emphasis.","offerings of advanced animal and plant science","True","False","high","Same issue: ""offerings"" is a routine educational term for courses available, with little active commercial/gift imagery and no clear role in reasoning about system dynamics.","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","advanced","forward movement, front position, or progress","higher academic level or difficulty","A spatial/progress term is used to indicate a more developed stage of study.","True","Forward movement or progress is still somewhat perceivable here. Calling classes 'advanced' places them further along a learning trajectory, which helps the reader reason about relative level and sequencing within the curriculum.","advanced animal and plant science","True","False","high","""Advanced"" is a dead/conventional level descriptor in education; it does not invoke a live source domain in a way that structures understanding beyond simple difficulty or progression.","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","an introductory course","social introduction or being led into a place/situation","a beginning-level class that familiarizes students with a subject","The class is framed as introducing students to material rather than literally performing a social introduction.","True","The idea of introducing someone to a person, place, or situation remains active. It explains how the course functions: as an entry point that familiarizes students with the subject, which is a structural role in the curriculum.","an introductory course","True","False","high","""Introductory"" is standard pedagogical vocabulary for beginner-level courses, not a live metaphor that supports reasoning about cause, structure, or system-level relations.","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","courses","a path, route, or direction of travel","organized units or sequences of study","Education is conceptualized with journey language, where a course is something one proceeds through.","False","In the educational sense, 'course' is mostly dead vocabulary. Modern readers generally do not actively imagine a path or route of travel, so it names a unit of study without contributing active inferential imagery about how the system works.","","","","","","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","earn","labor, wages, and gaining money or reward through work","obtaining academic recognition through taking classes","Academic progress is framed in economic terms, and the courses are treated as producing a reward for students.","True","The labor-and-reward source domain is clearly perceivable. It helps explain the mechanism by which students obtain credits: through work in the class they gain recognized academic units, so it supports causal and systemic understanding.","the courses earn the students high school science credits","True","False","medium","Although ""earn"" historically comes from labor/reward language, ""earn credits"" is a highly conventional institutional expression in education; the wording does not appear to actively recruit that source domain for inferential understanding.","False"
"78","ag-education","ag-education_p0012_classes","Classes include animal science, plant and soil science, separate offerings of advanced animal and plant science, natural resources, and an introductory course. Some of the courses earn the students high school science credits.","high school science credits","finance, accounting, or trust-based credit balances","school-recognized units that count toward graduation requirements","Educational units are talked about like financial credits that can be accumulated.","False","Here 'credits' is standard academic terminology and the finance/accounting source domain is mostly lexicalized away. It labels the units students receive, but most readers do not actively use ledger or trust imagery to reason through the sentence.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","had a Confederate flag removed from the Florida state Capitol","physical removal from a place","ending official association or endorsement","The wording is literally about taking an object away, but in this context the act also signals severing the government's symbolic connection to the flag.","False","This is primarily a literal description of an actual physical action involving an actual flag and an actual building. Although the act implies ending official endorsement, the wording itself does not clearly use one domain to describe another; it describes the real mechanism directly rather than metaphorically.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","At the time","physical location/position","temporal point or period","This uses spatial language ('at') to locate an event in time rather than in physical space.","False","This is a highly conventional temporal phrase built from spatial language, but the spatial source domain is no longer meaningfully active for most readers. It does not help explain structure, cause, or dynamics; it simply locates the statement in time.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","take those flags down","downward physical movement/lowering an object","withdrawing public status or endorsement","The phrase is literally about lowering flags, but it can also frame the act as reducing or ending their public standing.","False","The downward-motion imagery is perceivable, but here it is mainly literal because flags are physically lowered or removed. While the action has symbolic consequences, the phrase itself describes the concrete act rather than using that source domain figuratively to explain an abstract process.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","put them in the museum","placing objects in a physical location","reclassifying them as historical artifacts belonging to the past","Beyond literal relocation, the museum placement implies a shift in social meaning—from active public symbol to preserved history.","False","This is again mostly literal: actual objects are being placed in an actual museum. The sentence invites an interpretation about reclassifying the flags as historical artifacts, but the expression itself is not strongly metaphorical and does not explain an abstract system through cross-domain mapping.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","appreciate our heritage","valuing or admiring art/valuable objects","regarding collective history and culture","Heritage is treated like something people can aesthetically or evaluatively 'appreciate,' as if it were an exhibit or valuable object.","False","Even if 'appreciate' retains some sense of valuing something like an object or artwork, the phrase is mainly evaluative. It does not do much inferential work about cause, structure, or mechanism; it expresses an attitude toward the past rather than explaining how something works.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","our heritage","inheritance/property handed down through a family","collective cultural past and identity","The term extends the domain of inherited family possessions to a shared historical legacy.","True","The inheritance source domain is still available to modern readers: 'heritage' suggests something handed down from previous generations. That mapping helps structure the relation between past and present by framing collective history as something received and preserved, which supports an inferential understanding of why the flags belong to the past rather than to current state identity.","our heritage","True","False","high","""Heritage"" is largely conventionalized vocabulary for cultural legacy; any inheritance/source-domain imagery is weak or dead here. It does not meaningfully structure reasoning about cause, direction, or system relations in this sentence.","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","have them fly as a symbol","physical flight or airborne display","public symbolic representation","Flags literally fly, but here flying also refers to standing publicly for values or identity.","False","Flags literally fly or are flown, so the main wording is literal public display rather than metaphorical transfer from another domain. The phrase does convey symbolic representation, but the inferential content comes from the social practice of flag display, not from a strong cross-domain metaphor in the wording itself.","","","","","","False"
"75","confederate-flag","confederate-flag_p0019_former","Former Florida Gov. Jeb Bush, and then-Secretary of State Katherine Harris, had a Confederate flag removed from the Florida state Capitol in 2001. At the time Bush said, ""I thought it was appropriate to take those flags down and put them in the museum where people can appreciate our heritage, but not have them fly as a symbol of what we are today as a state.""","what we are today as a state","human identity/being","the character or identity of a political community","The state is described as if it were a person or unified being that can 'be' something and have an identity.","True","This personifies the state as a being with an identity. The human-identity source domain is still clearly perceivable, and it helps explain the structural relation between public symbols and collective self-definition: the flag is rejected because it does not represent the state's present-day identity.","what we are today as a state","True","False","medium","This is mostly ordinary collective-identity language, not a clearly active cross-domain mapping. Any personification of the state is very conventional here, and the phrase mainly labels present identity rather than helping the reader infer structure or dynamics.","False"
